Timestamp,Source,Destination,PacketSize,Label
0.000409599,10.1.0.1,10.1.5.4,540,DDoS
0.000409599,10.1.1.1,10.1.5.4,540,DDoS
0.000409599,10.1.2.1,10.1.5.4,540,DDoS
0.000409599,10.1.3.1,10.1.5.4,540,DDoS
0.000409599,10.1.4.1,10.1.5.4,540,DDoS
0.000819198,10.1.0.1,10.1.5.4,540,DDoS
0.000819198,10.1.1.1,10.1.5.4,540,DDoS
0.000819198,10.1.2.1,10.1.5.4,540,DDoS
0.000819198,10.1.3.1,10.1.5.4,540,DDoS
0.000819198,10.1.4.1,10.1.5.4,540,DDoS
0.001228797,10.1.0.1,10.1.5.4,540,DDoS
0.001228797,10.1.1.1,10.1.5.4,540,DDoS
0.001228797,10.1.2.1,10.1.5.4,540,DDoS
0.001228797,10.1.3.1,10.1.5.4,540,DDoS
0.001228797,10.1.4.1,10.1.5.4,540,DDoS
0.001452958,10.1.0.1,10.1.5.4,540,DDoS
0.001496317,10.1.1.1,10.1.5.4,540,DDoS
0.001539676,10.1.2.1,10.1.5.4,540,DDoS
0.001583035,10.1.3.1,10.1.5.4,540,DDoS
0.001626394,10.1.4.1,10.1.5.4,540,DDoS
0.001638396,10.1.0.1,10.1.5.4,540,DDoS
0.001638396,10.1.1.1,10.1.5.4,540,DDoS
0.001638396,10.1.2.1,10.1.5.4,540,DDoS
0.001638396,10.1.3.1,10.1.5.4,540,DDoS
0.001638396,10.1.4.1,10.1.5.4,540,DDoS
0.001862557,10.1.0.1,10.1.5.4,540,DDoS
0.001905916,10.1.1.1,10.1.5.4,540,DDoS
0.001949275,10.1.2.1,10.1.5.4,540,DDoS
0.001992634,10.1.3.1,10.1.5.4,540,DDoS
0.002035993,10.1.4.1,10.1.5.4,540,DDoS
0.002047995,10.1.0.1,10.1.5.4,540,DDoS
0.002047995,10.1.1.1,10.1.5.4,540,DDoS
0.002047995,10.1.2.1,10.1.5.4,540,DDoS
0.002047995,10.1.3.1,10.1.5.4,540,DDoS
0.002047995,10.1.4.1,10.1.5.4,540,DDoS
0.002272156,10.1.0.1,10.1.5.4,540,DDoS
0.002315515,10.1.1.1,10.1.5.4,540,DDoS
0.002358874,10.1.2.1,10.1.5.4,540,DDoS
0.002402233,10.1.3.1,10.1.5.4,540,DDoS
0.002445592,10.1.4.1,10.1.5.4,540,DDoS
0.002457594,10.1.0.1,10.1.5.4,540,DDoS
0.002457594,10.1.1.1,10.1.5.4,540,DDoS
0.002457594,10.1.2.1,10.1.5.4,540,DDoS
0.002457594,10.1.3.1,10.1.5.4,540,DDoS
0.002457594,10.1.4.1,10.1.5.4,540,DDoS
0.002681755,10.1.0.1,10.1.5.4,540,DDoS
0.002725114,10.1.1.1,10.1.5.4,540,DDoS
0.002768473,10.1.2.1,10.1.5.4,540,DDoS
0.002811832,10.1.3.1,10.1.5.4,540,DDoS
0.002855191,10.1.4.1,10.1.5.4,540,DDoS
0.002867193,10.1.0.1,10.1.5.4,540,DDoS
0.002867193,10.1.1.1,10.1.5.4,540,DDoS
0.002867193,10.1.2.1,10.1.5.4,540,DDoS
0.002867193,10.1.3.1,10.1.5.4,540,DDoS
0.002867193,10.1.4.1,10.1.5.4,540,DDoS
0.003091354,10.1.0.1,10.1.5.4,540,DDoS
0.003134713,10.1.1.1,10.1.5.4,540,DDoS
0.003178072,10.1.2.1,10.1.5.4,540,DDoS
0.003221431,10.1.3.1,10.1.5.4,540,DDoS
0.00326479,10.1.4.1,10.1.5.4,540,DDoS
0.003276792,10.1.0.1,10.1.5.4,540,DDoS
0.003276792,10.1.1.1,10.1.5.4,540,DDoS
0.003276792,10.1.2.1,10.1.5.4,540,DDoS
0.003276792,10.1.3.1,10.1.5.4,540,DDoS
0.003276792,10.1.4.1,10.1.5.4,540,DDoS
0.003500953,10.1.0.1,10.1.5.4,540,DDoS
0.003544312,10.1.1.1,10.1.5.4,540,DDoS
0.003587671,10.1.2.1,10.1.5.4,540,DDoS
0.00363103,10.1.3.1,10.1.5.4,540,DDoS
0.003674389,10.1.4.1,10.1.5.4,540,DDoS
0.003686391,10.1.0.1,10.1.5.4,540,DDoS
0.003686391,10.1.1.1,10.1.5.4,540,DDoS
0.003686391,10.1.2.1,10.1.5.4,540,DDoS
0.003686391,10.1.3.1,10.1.5.4,540,DDoS
0.003686391,10.1.4.1,10.1.5.4,540,DDoS
0.003910552,10.1.0.1,10.1.5.4,540,DDoS
0.003953911,10.1.1.1,10.1.5.4,540,DDoS
0.00399727,10.1.2.1,10.1.5.4,540,DDoS
0.004040629,10.1.3.1,10.1.5.4,540,DDoS
0.004083988,10.1.4.1,10.1.5.4,540,DDoS
0.00409599,10.1.0.1,10.1.5.4,540,DDoS
0.00409599,10.1.1.1,10.1.5.4,540,DDoS
0.00409599,10.1.2.1,10.1.5.4,540,DDoS
0.00409599,10.1.3.1,10.1.5.4,540,DDoS
0.00409599,10.1.4.1,10.1.5.4,540,DDoS
0.004320151,10.1.0.1,10.1.5.4,540,DDoS
0.00436351,10.1.1.1,10.1.5.4,540,DDoS
0.004406869,10.1.2.1,10.1.5.4,540,DDoS
0.004450228,10.1.3.1,10.1.5.4,540,DDoS
0.004493587,10.1.4.1,10.1.5.4,540,DDoS
0.004505589,10.1.0.1,10.1.5.4,540,DDoS
0.004505589,10.1.1.1,10.1.5.4,540,DDoS
0.004505589,10.1.2.1,10.1.5.4,540,DDoS
0.004505589,10.1.3.1,10.1.5.4,540,DDoS
0.004505589,10.1.4.1,10.1.5.4,540,DDoS
0.00472975,10.1.0.1,10.1.5.4,540,DDoS
0.004773109,10.1.1.1,10.1.5.4,540,DDoS
0.004816468,10.1.2.1,10.1.5.4,540,DDoS
0.004859827,10.1.3.1,10.1.5.4,540,DDoS
0.004903186,10.1.4.1,10.1.5.4,540,DDoS
0.004915188,10.1.0.1,10.1.5.4,540,DDoS
0.004915188,10.1.1.1,10.1.5.4,540,DDoS
0.004915188,10.1.2.1,10.1.5.4,540,DDoS
0.004915188,10.1.3.1,10.1.5.4,540,DDoS
0.004915188,10.1.4.1,10.1.5.4,540,DDoS
0.005139349,10.1.0.1,10.1.5.4,540,DDoS
0.005182708,10.1.1.1,10.1.5.4,540,DDoS
0.005226067,10.1.2.1,10.1.5.4,540,DDoS
0.005269426,10.1.3.1,10.1.5.4,540,DDoS
0.005312785,10.1.4.1,10.1.5.4,540,DDoS
0.005324787,10.1.0.1,10.1.5.4,540,DDoS
0.005324787,10.1.1.1,10.1.5.4,540,DDoS
0.005324787,10.1.2.1,10.1.5.4,540,DDoS
0.005324787,10.1.3.1,10.1.5.4,540,DDoS
0.005324787,10.1.4.1,10.1.5.4,540,DDoS
0.005548948,10.1.0.1,10.1.5.4,540,DDoS
0.005592307,10.1.1.1,10.1.5.4,540,DDoS
0.005635666,10.1.2.1,10.1.5.4,540,DDoS
0.005679025,10.1.3.1,10.1.5.4,540,DDoS
0.005722384,10.1.4.1,10.1.5.4,540,DDoS
0.005734386,10.1.0.1,10.1.5.4,540,DDoS
0.005734386,10.1.1.1,10.1.5.4,540,DDoS
0.005734386,10.1.2.1,10.1.5.4,540,DDoS
0.005734386,10.1.3.1,10.1.5.4,540,DDoS
0.005734386,10.1.4.1,10.1.5.4,540,DDoS
0.005958547,10.1.0.1,10.1.5.4,540,DDoS
0.006001906,10.1.1.1,10.1.5.4,540,DDoS
0.006045265,10.1.2.1,10.1.5.4,540,DDoS
0.006088624,10.1.3.1,10.1.5.4,540,DDoS
0.006131983,10.1.4.1,10.1.5.4,540,DDoS
0.006143985,10.1.0.1,10.1.5.4,540,DDoS
0.006143985,10.1.1.1,10.1.5.4,540,DDoS
0.006143985,10.1.2.1,10.1.5.4,540,DDoS
0.006143985,10.1.3.1,10.1.5.4,540,DDoS
