Timestamp,Source,Destination,PacketSize,Label
0,10.1.1.1,10.1.3.2,56,LowRateTCPDoS
0.001004639,10.1.1.1,10.1.3.2,56,LowRateTCPDoS
0.002009278,10.1.1.1,10.1.3.2,56,LowRateTCPDoS
0.022318611,10.1.3.2,10.1.1.1,56,LowRateTCPDoS
0.042627944,10.1.3.2,10.1.1.1,56,LowRateTCPDoS
0.043632583,10.1.3.2,10.1.1.1,56,LowRateTCPDoS
0.044637222,10.1.1.1,10.1.3.2,52,LowRateTCPDoS
0.044641541,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.045641541,10.1.1.1,10.1.3.2,52,LowRateTCPDoS
0.045688741,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.04664586,10.1.1.1,10.1.3.2,52,LowRateTCPDoS
0.04693386,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.070080526,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.090368526,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.091372845,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.092377164,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.092424364,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.093424364,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.093471564,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.094471564,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.09761823,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.120764896,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.141052896,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.142057215,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.143061534,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.143108734,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.143155934,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.144108734,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.144155934,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.144203134,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.145155934,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.1483026,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.151449266,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.171449266,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.191737266,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.192741585,10.1.3.2,10.1.1.1,52,LowRateTCPDoS
0.193745904,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
0.193793104,10.1.1.1,10.1.3.2,588,LowRateTCPDoS
