Timestamp,Source,Destination,PacketSize,Label
0,10.1.0.1,10.1.0.4,56,Benign
4.6e-08,10.1.0.1,10.1.0.4,56,Benign
9.2e-08,10.1.0.1,10.1.0.4,56,Benign
1.38e-07,10.1.0.1,10.1.0.4,56,Benign
1.84e-07,10.1.0.1,10.1.0.4,56,Benign
2.3e-07,10.1.0.1,10.1.0.4,56,Benign
2.76e-07,10.1.0.1,10.1.0.4,56,Benign
3.22e-07,10.1.0.1,10.1.0.4,56,Benign
3.68e-07,10.1.0.1,10.1.0.4,56,Benign
4.14e-07,10.1.0.1,10.1.0.4,56,Benign
0.000100046,10.1.0.1,10.1.0.4,56,Benign
0.000100092,10.1.0.1,10.1.0.4,56,Benign
0.000100138,10.1.0.1,10.1.0.4,56,Benign
0.000100184,10.1.0.1,10.1.0.4,56,Benign
0.00010023,10.1.0.1,10.1.0.4,56,Benign
0.000100276,10.1.0.1,10.1.0.4,56,Benign
0.000100322,10.1.0.1,10.1.0.4,56,Benign
0.000100368,10.1.0.1,10.1.0.4,56,Benign
0.000100414,10.1.0.1,10.1.0.4,56,Benign
0.00010046,10.1.0.1,10.1.0.4,56,Benign
0.000200092,10.1.0.4,10.1.0.1,56,Benign
0.000200138,10.1.0.4,10.1.0.1,56,Benign
0.000200184,10.1.0.4,10.1.0.1,56,Benign
0.00020023,10.1.0.4,10.1.0.1,56,Benign
0.000200276,10.1.0.4,10.1.0.1,56,Benign
0.000200322,10.1.0.4,10.1.0.1,56,Benign
0.000200368,10.1.0.4,10.1.0.1,56,Benign
0.000200414,10.1.0.4,10.1.0.1,56,Benign
0.00020046,10.1.0.4,10.1.0.1,56,Benign
0.000200506,10.1.0.4,10.1.0.1,56,Benign
0.000300138,10.1.0.4,10.1.0.1,56,Benign
0.000300184,10.1.0.4,10.1.0.1,56,Benign
0.00030023,10.1.0.4,10.1.0.1,56,Benign
0.000300276,10.1.0.4,10.1.0.1,56,Benign
0.000300322,10.1.0.4,10.1.0.1,56,Benign
0.000300368,10.1.0.4,10.1.0.1,56,Benign
