Timestamp,Source,Destination,PacketSize,Label
0,10.0.0.1,10.0.5.2,56,DDoS
0.0002,10.1.0.1,10.0.5.2,540,DDoS
0.0002,10.1.1.1,10.0.5.2,540,DDoS
0.0002,10.1.2.1,10.0.5.2,540,DDoS
0.0002,10.1.3.1,10.0.5.2,540,DDoS
0.0002,10.1.4.1,10.0.5.2,540,DDoS
0.0002,10.1.5.1,10.0.5.2,540,DDoS
0.0002,10.1.6.1,10.0.5.2,540,DDoS
0.0002,10.1.7.1,10.0.5.2,540,DDoS
0.0002,10.1.8.1,10.0.5.2,540,DDoS
0.0002,10.1.9.1,10.0.5.2,540,DDoS
0.0004,10.1.0.1,10.0.5.2,540,DDoS
0.0004,10.1.1.1,10.0.5.2,540,DDoS
0.0004,10.1.2.1,10.0.5.2,540,DDoS
0.0004,10.1.3.1,10.0.5.2,540,DDoS
0.0004,10.1.4.1,10.0.5.2,540,DDoS
0.0004,10.1.5.1,10.0.5.2,540,DDoS
0.0004,10.1.6.1,10.0.5.2,540,DDoS
0.0004,10.1.7.1,10.0.5.2,540,DDoS
0.0004,10.1.8.1,10.0.5.2,540,DDoS
0.0004,10.1.9.1,10.0.5.2,540,DDoS
0.0006,10.1.0.1,10.0.5.2,540,DDoS
0.0006,10.1.1.1,10.0.5.2,540,DDoS
0.0006,10.1.2.1,10.0.5.2,540,DDoS
0.0006,10.1.3.1,10.0.5.2,540,DDoS
0.0006,10.1.4.1,10.0.5.2,540,DDoS
0.0006,10.1.5.1,10.0.5.2,540,DDoS
0.0006,10.1.6.1,10.0.5.2,540,DDoS
0.0006,10.1.7.1,10.0.5.2,540,DDoS
0.0006,10.1.8.1,10.0.5.2,540,DDoS
0.0006,10.1.9.1,10.0.5.2,540,DDoS
0.0008,10.1.0.1,10.0.5.2,540,DDoS
0.0008,10.1.1.1,10.0.5.2,540,DDoS
0.0008,10.1.2.1,10.0.5.2,540,DDoS
0.0008,10.1.3.1,10.0.5.2,540,DDoS
0.0008,10.1.4.1,10.0.5.2,540,DDoS
0.0008,10.1.5.1,10.0.5.2,540,DDoS
0.0008,10.1.6.1,10.0.5.2,540,DDoS
0.0008,10.1.7.1,10.0.5.2,540,DDoS
0.0008,10.1.8.1,10.0.5.2,540,DDoS
0.0008,10.1.9.1,10.0.5.2,540,DDoS
0.001,10.1.0.1,10.0.5.2,540,DDoS
0.001,10.1.1.1,10.0.5.2,540,DDoS
0.001,10.1.2.1,10.0.5.2,540,DDoS
0.001,10.1.3.1,10.0.5.2,540,DDoS
0.001,10.1.4.1,10.0.5.2,540,DDoS
0.001,10.1.5.1,10.0.5.2,540,DDoS
0.001,10.1.6.1,10.0.5.2,540,DDoS
0.001,10.1.7.1,10.0.5.2,540,DDoS
0.001,10.1.8.1,10.0.5.2,540,DDoS
0.001,10.1.9.1,10.0.5.2,540,DDoS
0.001004639,10.0.0.1,10.0.5.2,56,DDoS
0.0012,10.1.0.1,10.0.5.2,540,DDoS
0.0012,10.1.1.1,10.0.5.2,540,DDoS
0.0012,10.1.2.1,10.0.5.2,540,DDoS
0.0012,10.1.3.1,10.0.5.2,540,DDoS
0.0012,10.1.4.1,10.0.5.2,540,DDoS
0.0012,10.1.5.1,10.0.5.2,540,DDoS
0.0012,10.1.6.1,10.0.5.2,540,DDoS
0.0012,10.1.7.1,10.0.5.2,540,DDoS
0.0012,10.1.8.1,10.0.5.2,540,DDoS
0.0012,10.1.9.1,10.0.5.2,540,DDoS
0.001243359,10.1.0.1,10.0.5.2,540,DDoS
0.001286718,10.1.1.1,10.0.5.2,540,DDoS
0.001330077,10.1.2.1,10.0.5.2,540,DDoS
0.001373436,10.1.3.1,10.0.5.2,540,DDoS
0.0014,10.1.0.1,10.0.5.2,540,DDoS
0.0014,10.1.1.1,10.0.5.2,540,DDoS
0.0014,10.1.2.1,10.0.5.2,540,DDoS
0.0014,10.1.3.1,10.0.5.2,540,DDoS
0.0014,10.1.4.1,10.0.5.2,540,DDoS
0.0014,10.1.5.1,10.0.5.2,540,DDoS
0.0014,10.1.6.1,10.0.5.2,540,DDoS
0.0014,10.1.7.1,10.0.5.2,540,DDoS
0.0014,10.1.8.1,10.0.5.2,540,DDoS
0.0014,10.1.9.1,10.0.5.2,540,DDoS
0.001416795,10.1.4.1,10.0.5.2,540,DDoS
0.001460154,10.1.5.1,10.0.5.2,540,DDoS
0.001503513,10.1.6.1,10.0.5.2,540,DDoS
0.001546872,10.1.7.1,10.0.5.2,540,DDoS
0.001590231,10.1.8.1,10.0.5.2,540,DDoS
0.0016,10.1.0.1,10.0.5.2,540,DDoS
0.0016,10.1.1.1,10.0.5.2,540,DDoS
0.0016,10.1.2.1,10.0.5.2,540,DDoS
0.0016,10.1.3.1,10.0.5.2,540,DDoS
0.0016,10.1.4.1,10.0.5.2,540,DDoS
0.0016,10.1.5.1,10.0.5.2,540,DDoS
0.0016,10.1.6.1,10.0.5.2,540,DDoS
0.0016,10.1.7.1,10.0.5.2,540,DDoS
0.0016,10.1.8.1,10.0.5.2,540,DDoS
0.0016,10.1.9.1,10.0.5.2,540,DDoS
0.00163359,10.1.9.1,10.0.5.2,540,DDoS
0.001676949,10.1.0.1,10.0.5.2,540,DDoS
0.001720308,10.1.1.1,10.0.5.2,540,DDoS
0.001763667,10.1.2.1,10.0.5.2,540,DDoS
0.0018,10.1.0.1,10.0.5.2,540,DDoS
0.0018,10.1.1.1,10.0.5.2,540,DDoS
0.0018,10.1.2.1,10.0.5.2,540,DDoS
0.0018,10.1.3.1,10.0.5.2,540,DDoS
0.0018,10.1.4.1,10.0.5.2,540,DDoS
0.0018,10.1.5.1,10.0.5.2,540,DDoS
0.0018,10.1.6.1,10.0.5.2,540,DDoS
0.0018,10.1.7.1,10.0.5.2,540,DDoS
0.0018,10.1.8.1,10.0.5.2,540,DDoS
0.0018,10.1.9.1,10.0.5.2,540,DDoS
0.001807026,10.1.3.1,10.0.5.2,540,DDoS
0.001850385,10.1.4.1,10.0.5.2,540,DDoS
0.001893744,10.1.5.1,10.0.5.2,540,DDoS
0.001937103,10.1.6.1,10.0.5.2,540,DDoS
0.001980462,10.1.7.1,10.0.5.2,540,DDoS
0.002,10.1.0.1,10.0.5.2,540,DDoS
0.002,10.1.1.1,10.0.5.2,540,DDoS
0.002,10.1.2.1,10.0.5.2,540,DDoS
0.002,10.1.3.1,10.0.5.2,540,DDoS
0.002,10.1.4.1,10.0.5.2,540,DDoS
0.002,10.1.5.1,10.0.5.2,540,DDoS
0.002,10.1.6.1,10.0.5.2,540,DDoS
0.002,10.1.7.1,10.0.5.2,540,DDoS
0.002,10.1.8.1,10.0.5.2,540,DDoS
0.002,10.1.9.1,10.0.5.2,540,DDoS
0.002009278,10.0.5.2,10.0.0.1,56,DDoS
0.002023821,10.1.8.1,10.0.5.2,540,DDoS
0.00206718,10.1.9.1,10.0.5.2,540,DDoS
0.002110539,10.1.0.1,10.0.5.2,540,DDoS
0.002153898,10.1.1.1,10.0.5.2,540,DDoS
0.002197257,10.1.2.1,10.0.5.2,540,DDoS
